Hash Size,Image Shape,Image Type,C-Val,Accuracy,Precision,Recall,Fit Time,Average Query Time
8,"(48, 64)",blackwhite/full_image,1000.0,0.5078666666666667,0.5067159167226326,0.4044492093272581,11.847000122070312,0.0004386666615804036
8,"(48, 64)",grayscale/string_image,0.001,0.4922666666666667,0.0,0.0,5.7779998779296875,0.00022773335774739584
8,"(48, 64)",grayscale/string_image,0.01,0.4922666666666667,0.0,0.0,4.977999925613403,0.00023213332494099935
8,"(48, 64)",grayscale/string_image,0.1,0.4922666666666667,0.0,0.0,4.898999929428101,0.00020573333104451498
8,"(48, 64)",grayscale/string_image,10.0,0.4922666666666667,0.0,0.0,4.7759997844696045,0.0002193333625793457
8,"(48, 64)",grayscale/string_image,100.0,0.4922666666666667,0.0,0.0,5.019999980926514,0.00020906667709350585
8,"(48, 64)",grayscale/string_image,1000.0,0.4922666666666667,0.0,0.0,5.131999969482422,0.00021239999135335287
8,"(128, 64)",blackwhite/string_image,0.001,0.49893333333333334,0.49893333333333334,1.0,6.117999792098999,0.00025040000279744464
8,"(128, 64)",blackwhite/string_image,0.01,0.49893333333333334,0.49893333333333334,1.0,5.866999864578247,0.0002501333554585775
8,"(128, 64)",blackwhite/string_image,0.1,0.5053333333333333,0.5313725490196078,0.07242116515232495,5.800999879837036,0.00025160001118977864
8,"(128, 64)",blackwhite/string_image,10.0,0.5048,0.5282258064516129,0.07001603420630678,6.5950000286102295,0.00024733333587646485
8,"(128, 64)",blackwhite/string_image,100.0,0.5048,0.5282258064516129,0.07001603420630678,7.085000038146973,0.00025266666412353516
8,"(128, 64)",blackwhite/string_image,1000.0,0.5048,0.5282258064516129,0.07001603420630678,6.393999814987183,0.00024519999821980795
8,"(128, 64)",color/string_image/not_smooth,0.001,0.4976,0.4976,1.0,6.021999835968018,0.0002542666753133138
8,"(128, 64)",color/string_image/not_smooth,0.01,0.4976,0.4976,1.0,6.142999887466431,0.00027520001729329426
